sample_idx,bs_precision,bs_recall,bs_f1
185,0.4033,0.1457,0.2652
186,0.2241,0.5135,0.3568
187,0.8335,0.7716,0.8029
188,0.9036,0.7970,0.8494
189,0.3444,0.7930,0.5398
190,0.7755,0.6594,0.7167
191,0.9583,0.9000,0.9290
192,0.3537,0.7642,0.5349
193,0.4556,0.4510,0.4555
194,1.0000,1.0000,1.0000
195,0.7172,0.7581,0.7385
196,-0.0989,0.5522,0.1482
197,0.6263,0.4622,0.5419
198,0.7464,0.6584,0.7025
199,0.9584,0.7573,0.8532
